DISTRIBUCIONES LORTIZ DIST LORTIZ DLORTIZ S.A.;;;;;;;;;;;;;;;;;;
Reporte de Saldos de Inventario por Bodega;;;;;;;;;;;;;;;;;;
Fecha de Corte: 2026-05-08;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código;Categoría;Producto;Unidad;Código de catálogo;PVP;Costo;Marca;Almacenes;Bodegas Principales;Bodegas Showroom;Oficina Adams;Bodega Mercaderia en Transito;Bodega 2;Bodega Web;BODEGAS BATAN;Bodegas Muestras;BODEGAS TEMPORALES LAVANDERIA;Total General
LBPC-B03-101S-WH/M;CAMISA;H. CAMISA P/H M/C WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,95;LONG BEACH CAMISAS;5,00;;;;;;;1,00;;;6,00
LBPC-B03-101S-WH/S;CAMISA;H. CAMISA P/H M/C WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,95;LONG BEACH CAMISAS;1,00;1,00;;;;;;1,00;;;3,00
LBPC-B03-101S-WH/XL;CAMISA;H. CAMISA P/H M/C WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,6;LONG BEACH CAMISAS;2,00;2,00;;;;;;1,00;;;5,00
LBPC-B03-101SS-NV/L;CAMISA;H. CAMISA P/H M/C NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,24;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-101SS-NV/M;CAMISA;H. CAMISA P/H M/C NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,24;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-101SS-NV/S;CAMISA;H. CAMISA P/H M/C NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,24;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-101SS-NV/XL;CAMISA;H. CAMISA P/H M/C NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,24;LONG BEACH CAMISAS;;;;;;;;1,00;;;1,00
LBPC-B03-101X-WH/1XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;1,00;2,00;;;;;;;;;3,00
LBPC-B03-101X-WH/2XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;1,00;1,00;;;;;;;;;2,00
LBPC-B03-101X-WH/3XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B03-102R-GE/L;CAMISA;H. CAMISA M/C LONG BEACH PISTACHIO;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-GE/M;CAMISA;H. CAMISA M/C LONG BEACH PISTACHIO;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-GE/S;CAMISA;H. CAMISA M/C LONG BEACH PISTACHIO;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-GE/XL;CAMISA;H. CAMISA M/C LONG BEACH PISTACHIO;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-SK/L;CAMISA;H. CAMISA M/C LONG BEACH SKY;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-SK/M;CAMISA;H. CAMISA M/C LONG BEACH SKY;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-SK/S;CAMISA;H. CAMISA M/C LONG BEACH SKY;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B03-102R-SK/XL;CAMISA;H. CAMISA M/C LONG BEACH SKY;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B03-102R-WH/L;CAMISA;H. CAMISA M/C LONG BEACH WHITE;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-WH/M;CAMISA;H. CAMISA M/C LONG BEACH WHITE;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B03-102R-WH/S;CAMISA;H. CAMISA M/C LONG BEACH WHITE;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102R-WH/XL;CAMISA;H. CAMISA M/C LONG BEACH WHITE;Unidad;20231213-PRESTIGE-PANAMA;41,65;14,71;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B03-102S-SK/L;CAMISA;CAMISA P/H M/C SKY LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;3,00;;;;;;;;;;3,00
LBPC-B03-102S-SK/M;CAMISA;CAMISA P/H M/C SKY LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;3,00;;;;;;;;;;3,00
LBPC-B03-102S-SK/S;CAMISA;CAMISA P/H M/C SKY LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;1,00;;;;;;;1,00;;;2,00
LBPC-B03-102S-SK/XL;CAMISA;CAMISA P/H M/C SKY LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;1,00;;;;;;;1,00;;;2,00
LBPC-B03-102S-WH/L;CAMISA;CAMISA P/H M/C WHITE LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;3,00;;;;;;;1,00;;;4,00
LBPC-B03-102S-WH/M;CAMISA;CAMISA P/H M/C WHITE LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;4,00;;;;;;;1,00;;;5,00
LBPC-B03-102S-WH/S;CAMISA;CAMISA P/H M/C WHITE LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;;;;;;;;1,00;;;1,00
LBPC-B03-102S-WH/XL;CAMISA;CAMISA P/H M/C WHITE LONG BEACH;Unidad;20251212-PRESTIGE;47,74;17,01;LONG BEACH CAMISAS;1,00;;;;;;;1,00;;;2,00
LBPC-B03-102X-WH/1XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;;2,00;;;;;;;;;2,00
LBPC-B03-102X-WH/2XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;;1,00;;;;;;;;;1,00
LBPC-B03-102X-WH/3XL;CAMISA;H. CAMISA LONG BEACH M/C BIG SIZE P/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;56,43;14,38;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-101S-BL/L;CAMISA;H. CAMISA P/H M/L BLACK LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;4,00;;;;;;;;;5,00
LBPC-B04-101S-BL/M;CAMISA;H. CAMISA P/H M/L BLACK LONG BEACH;Unidad;20241213-PRESTIGE;47,74;13,72;LONG BEACH CAMISAS;1,00;3,00;;;;;;1,00;;;5,00
LBPC-B04-101S-BL/S;CAMISA;H. CAMISA P/H M/L BLACK LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;1,00;;;;;;;;;1,00
LBPC-B04-101S-BL/XL;CAMISA;H. CAMISA P/H M/L BLACK LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;;;;;;;1,00;;;2,00
LBPC-B04-101S-NV/L;CAMISA;H. CAMISA P/HOMBRE M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-101S-NV/M;CAMISA;H. CAMISA P/HOMBRE M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-101S-NV/S;CAMISA;H. CAMISA P/HOMBRE M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-101S-NV/XL;CAMISA;H. CAMISA P/HOMBRE M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;1,00;;;1,00
LBPC-B04-101S-SL/L;CAMISA;H. CAMISA P/H M/L SALMON LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,39;LONG BEACH CAMISAS;1,00;1,00;;;;;;;;;2,00
LBPC-B04-101S-SL/M;CAMISA;H. CAMISA P/H M/L SALMON LONG BEACH;Unidad;20241213-PRESTIGE;47,74;11,54;LONG BEACH CAMISAS;;1,00;;;;;;;;;1,00
LBPC-B04-101S-SL/S;CAMISA;H. CAMISA P/H M/L SALMON LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,39;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-101S-SL/XL;CAMISA;H. CAMISA P/H M/L SALMON LONG BEACH;Unidad;20241213-PRESTIGE;47,74;15,39;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-101S-WH/L;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;3,00;;;;;;;;;3,00
LBPC-B04-101S-WH/M;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;4,00;;;;;;1,00;;;5,00
LBPC-B04-101S-WH/S;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;1,00;;;;;;1,00;;;3,00
LBPC-B04-101S-WH/XL;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;3,00;1,00;;;;;;1,00;;;5,00
LBPC-B04-102S-JA/L;CAMISA;H. CAMISA P/H M/L JADE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;2,00;;;;;;;;;3,00
LBPC-B04-102S-JA/M;CAMISA;H. CAMISA P/H M/L JADE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-JA/S;CAMISA;H. CAMISA P/H M/L JADE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-JA/XL;CAMISA;H. CAMISA P/H M/L JADE LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;1,00;;;;;;;;;1,00
LBPC-B04-102S-LC/L;CAMISA;H. CAMISA M/C LONG BEACH LILAC;Unidad;20231213-PRESTIGE-PANAMA;41,65;15,21;LONG BEACH CAMISAS;4,00;;;;;;;;;;4,00
LBPC-B04-102S-LC/M;CAMISA;H. CAMISA M/C LONG BEACH LILAC;Unidad;20231213-PRESTIGE-PANAMA;41,65;15,21;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-LC/S;CAMISA;H. CAMISA M/C LONG BEACH LILAC;Unidad;20231213-PRESTIGE-PANAMA;41,65;15,21;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-LC/XL;CAMISA;H. CAMISA M/C LONG BEACH LILAC;Unidad;20231213-PRESTIGE-PANAMA;41,65;15,21;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-NV/L;CAMISA;H. CAMISA P/H M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-102S-NV/M;CAMISA;H. CAMISA P/H M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-NV/S;CAMISA;H. CAMISA P/H M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-102S-NV/XL;CAMISA;H. CAMISA P/H M/L NAVY LONG BEACH;Unidad;20241213-PRESTIGE;47,74;16,01;LONG BEACH CAMISAS;;;;;;;;;;;0,00
LBPC-B04-102S-SK/L;CAMISA;H. CAMISA P/H M/L SKY LONG BEACH;Unidad;20241213-PRESTIGE;50,35;17,88;LONG BEACH CAMISAS;4,00;;;;;;;1,00;;;5,00
LBPC-B04-102S-SK/M;CAMISA;H. CAMISA P/H M/L SKY LONG BEACH;Unidad;20241213-PRESTIGE;50,35;17,88;LONG BEACH CAMISAS;4,00;;;;;;;1,00;;;5,00
LBPC-B04-102S-SK/S;CAMISA;H. CAMISA P/H M/L SKY LONG BEACH;Unidad;20241213-PRESTIGE;50,35;18,01;LONG BEACH CAMISAS;1,00;;;;;;;1,00;;;2,00
LBPC-B04-102S-SK/XL;CAMISA;H. CAMISA P/H M/L SKY LONG BEACH;Unidad;20241213-PRESTIGE;50,35;17,79;LONG BEACH CAMISAS;2,00;;;;;;;;;;2,00
LBPC-B04-102S-WH/L;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;50,35;17,56;LONG BEACH CAMISAS;4,00;;;;;;;1,00;;;5,00
LBPC-B04-102S-WH/M;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;50,35;18,01;LONG BEACH CAMISAS;2,00;;;;;;;1,00;;;3,00
LBPC-B04-102S-WH/S;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;50,35;18,01;LONG BEACH CAMISAS;1,00;;;;;;;;;;1,00
LBPC-B04-102S-WH/XL;CAMISA;H. CAMISA P/H M/L WHITE LONG BEACH;Unidad;20241213-PRESTIGE;50,35;17,25;LONG BEACH CAMISAS;2,00;;;;;;;1,00;;;3,00
LBPC-B21-101S-CH/30;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO CHARCOAL;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;;;;;;;;;;;0,00
LBPC-B21-101S-CH/32;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO CHARCOAL;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;;;;;;;;;;;0,00
LBPC-B21-101S-CH/34;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO CHARCOAL;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;1,00;;;;;;;1,00;;;2,00
LBPC-B21-101S-CH/36;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO CHARCOAL;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,19;LONG BEACH PANTALONES;5,00;;;;;;;;;;5,00
LBPC-B21-101S-CH/38;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO CHARCOAL;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,28;LONG BEACH PANTALONES;7,00;;;;;;;;;;7,00
LBPC-B21-101S-INK/30;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO INK BLUE;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;;;;;;;;;;;0,00
LBPC-B21-101S-INK/32;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO INK BLUE;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,19;LONG BEACH PANTALONES;3,00;;;;;;;;;;3,00
LBPC-B21-101S-INK/34;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO INK BLUE;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;5,00;;;;;;;1,00;;;6,00
LBPC-B21-101S-INK/36;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO INK BLUE;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;6,00;;;;;;;;;;6,00
LBPC-B21-101S-INK/38;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO INK BLUE;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,28;LONG BEACH PANTALONES;7,00;;;;;;;1,00;;;8,00
LBPC-B21-101S-KA/30;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO KHAKI;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;;;;;;;;;;;0,00
LBPC-B21-101S-KA/32;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO KHAKI;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;1,00;;;;;;;;;;1,00
LBPC-B21-101S-KA/34;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO KHAKI;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;5,00;;;;;;;;;;5,00
LBPC-B21-101S-KA/36;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO KHAKI;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,18;LONG BEACH PANTALONES;6,00;;;;;;;;;;6,00
LBPC-B21-101S-KA/38;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO KHAKI;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,13;LONG BEACH PANTALONES;7,00;;;;;;;;;;7,00
LBPC-B21-101S-NV/30;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;43,39;15;LONG BEACH PANTALONES;;;;;;;;1,00;;;1,00
LBPC-B21-101S-NV/32;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;43,39;15;LONG BEACH PANTALONES;2,00;;;;;;;;;;2,00
LBPC-B21-101S-NV/34;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;43,39;15;LONG BEACH PANTALONES;5,00;;;;;;;1,00;;;6,00
LBPC-B21-101S-NV/36;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,14;LONG BEACH PANTALONES;8,00;;;;;;;;;;8,00
LBPC-B21-101S-NV/38;PANTALON / CABALLERO ;H. PANTALON LONG BEACH P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;43,39;15,19;LONG BEACH PANTALONES;11,00;;;;;;;;;;11,00
LBPC-B30-101S-BL/L;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;1,00;;;;;;;;;2,00
LBPC-B30-101S-BL/M;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;4,00;;;;;;;;;5,00
LBPC-B30-101S-BL/S;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;6,00;;;;;;;;;7,00
LBPC-B30-101S-BL/XL;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B30-101S-NV/L;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;2,00;4,00;;;;;;;;;6,00
LBPC-B30-101S-NV/M;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;3,00;;;;;;;;;4,00
LBPC-B30-101S-NV/S;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;2,00;;;;;;;;;3,00
LBPC-B30-101S-NV/XL;CAMISETA;H. T-SHIRT LONG BEACH M/C P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B30-101S-WH/L;CAMISETA;H. T-SHIRT LONG BEACH M/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;;3,00;;;;;;;;;3,00
LBPC-B30-101S-WH/M;CAMISETA;H. T-SHIRT LONG BEACH M/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;;3,00;;;;;;;;;3,00
LBPC-B30-101S-WH/S;CAMISETA;H. T-SHIRT LONG BEACH M/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;1,00;2,00;;;;;;;;;3,00
LBPC-B30-101S-WH/XL;CAMISETA;H. T-SHIRT LONG BEACH M/C WHITE;Unidad;20241008-PANAMA-PRES-MAG;21,65;7,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B31-101S-BL/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;3,00;;;;;;;;;3,00
LBPC-B31-101S-BL/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;3,00;5,00;;;;;;;;;8,00
LBPC-B31-101S-BL/S;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;2,00;;;;;;;;;3,00
LBPC-B31-101S-BL/XL;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;;;;1,00
LBPC-B31-101S-CHRR/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO CHERRY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;1,00;;;;;;;;;1,00
LBPC-B31-101S-CHRR/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO CHERRY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;2,00;;;;;;;;;;2,00
LBPC-B31-101S-CHRR/S;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO CHERRY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B31-101S-CHRR/XL;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO CHERRY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B31-101S-GE/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO KELLY GREEN;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;1,00;;;2,00
LBPC-B31-101S-GE/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO KELLY GREEN;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;1,00;;;;;;2,00;;;4,00
LBPC-B31-101S-GE/S;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO KELLY GREEN;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;2,00;;;3,00
LBPC-B31-101S-GE/XL;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO KELLY GREEN;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;;;;;;;1,00;;;1,00
LBPC-B31-101S-IN/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO INDIGO;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;;;;1,00
LBPC-B31-101S-IN/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO INDIGO;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;2,00;;;;;;;;;;2,00
LBPC-B31-101S-IN/S;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO INDIGO;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;1,00;;;;;;;;;2,00
LBPC-B31-101S-IN/XL;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO INDIGO;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;1,00;;;;;;;;;1,00
LBPC-B31-101S-IV/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO IVORY;Unidad;20241008-PANAMA-PRES-MAG;34,7;15,9;LONG BEACH CAMISETAS;3,00;;;;;;;;;;3,00
LBPC-B31-101S-IV/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO IVORY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;;;;;;;;;;;0,00
LBPC-B31-101S-IV/S;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO IVORY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;1,00;;;;;;;;;2,00
LBPC-B31-101S-IV/XL;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO IVORY;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;;;;1,00
LBPC-B31-101S-LK/L;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO LAKE;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;1,00;;;;;;;;;2,00
LBPC-B31-101S-LK/M;CAMISETA;H. POLO LONG BEACH M/C P/CABALLERO LAKE;Unidad;20241008-PANAMA-PRES-MAG;34,7;9,88;LONG BEACH CAMISETAS;1,00;;;;;;;;;;1,00
